iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population
SWE,Europe,Sweden,6/6/2021,1078062,0,1369.857,14523,0,10.286,106746.527,0,135.639,1438.025,0,1.018,,,,,,,,,,,,,62139,,,,6153,,10099270
SWE,Europe,Sweden,6/7/2021,1078062,0,1369.857,14523,0,10.286,106746.527,0,135.639,1438.025,0,1.018,,,,,,,,,,,,,70629,,,,6993,,10099270
SWE,Europe,Sweden,6/8/2021,1080733,2671,1751.429,14546,23,13.571,107011.002,264.475,173.421,1440.302,2.277,1.344,,,,,,,,,5838969,3969401,1869568,,79120,57.82,39.3,18.51,7834,,10099270
CHE,Europe,Switzerland,2/25/2020,1,1,,,,,0.116,0.116,,,,,,,,,,,,,,,,,,,,,,8.33,8654618
CHE,Europe,Switzerland,2/26/2020,1,0,,,,,0.116,0,,,,,,,,,,,,,,,,,,,,,,8.33,8654618
CHE,Europe,Switzerland,2/27/2020,8,7,,,,,0.924,0.809,,,,,,,,,,,,,,,,,,,,,,13.89,8654618
CHE,Europe,Switzerland,2/28/2020,8,0,,,,,0.924,0,,,,,,,,,,,,,,,,,,,,,,19.44,8654618
CHE,Europe,Switzerland,2/29/2020,18,10,,,,,2.08,1.155,,,,,,,,,,,,,,,,,,,,,,19.44,8654618
CHE,Europe,Switzerland,3/1/2020,27,9,3.857,,,0,3.12,1.04,0.446,,,0,,,,,,,,,,,,,,,,,,19.44,8654618
CHE,Europe,Switzerland,3/2/2020,42,15,6,,,0,4.853,1.733,0.693,,,0,,,,,,,,,,,,,,,,,,19.44,8654618
CHE,Europe,Switzerland,3/3/2020,56,14,7.857,,,0,6.471,1.618,0.908,,,0,,,,,,,,,,,,,,,,,,25,8654618
CHE,Europe,Switzerland,3/4/2020,90,34,12.714,,,0,10.399,3.929,1.469,,,0,,,,,,,,,,,,,,,,,,25,8654618
CHE,Europe,Switzerland,3/5/2020,114,24,15.143,1,1,0.143,13.172,2.773,1.75,0.116,0.116,0.017,,,,,,,,,,,,,,,,,,25,8654618
CHE,Europe,Switzerland,3/6/2020,214,100,29.429,1,0,0.143,24.727,11.555,3.4,0.116,0,0.017,,,,,,,,,,,,,,,,,,25,8654618
CHE,Europe,Switzerland,3/7/2020,268,54,35.714,1,0,0.143,30.966,6.239,4.127,0.116,0,0.017,,,,,,,,,,,,,,,,,,25,8654618
CHE,Europe,Switzerland,3/8/2020,337,69,44.286,2,1,0.286,38.939,7.973,5.117,0.231,0.116,0.033,,,,,,,,,,,,,,,,,,25,8654618
CHE,Europe,Switzerland,3/9/2020,374,37,47.429,2,0,0.286,43.214,4.275,5.48,0.231,0,0.033,,,,,,,,,,,,,,,,,,25,8654618
CHE,Europe,Switzerland,3/10/2020,491,117,62.143,3,1,0.429,56.733,13.519,7.18,0.347,0.116,0.05,,,,,,,,,,,,,,,,,,25,8654618
CHE,Europe,Switzerland,3/11/2020,652,161,80.286,4,1,0.571,75.336,18.603,9.277,0.462,0.116,0.066,,,,,,,,,,,,,,,,,,25,8654618
CHE,Europe,Switzerland,3/12/2020,652,0,76.857,4,0,0.429,75.336,0,8.88,0.462,0,0.05,,,,,,,,,,,,,,,,,,25,8654618
CHE,Europe,Switzerland,3/13/2020,1139,487,132.143,11,7,1.429,131.606,56.271,15.268,1.271,0.809,0.165,,,,,,,,,,,,,,,,,,33.33,8654618
CHE,Europe,Switzerland,3/14/2020,1359,220,155.857,13,2,1.714,157.026,25.42,18.009,1.502,0.231,0.198,,,,,,,,,,,,,,,,,,33.33,8654618
CHE,Europe,Switzerland,3/15/2020,2200,841,266.143,14,1,1.714,254.2,97.174,30.752,1.618,0.116,0.198,,,,,,,,,,,,,,,,,,33.33,8654618
CHE,Europe,Switzerland,3/16/2020,2200,0,260.857,14,0,1.714,254.2,0,30.141,1.618,0,0.198,,,,,,,,,,,,,,,,,,44.44,8654618
CHE,Europe,Switzerland,3/17/2020,2700,500,315.571,27,13,3.429,311.972,57.773,36.463,3.12,1.502,0.396,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,3/18/2020,3028,328,339.429,28,1,3.429,349.871,37.899,39.219,3.235,0.116,0.396,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,3/19/2020,4075,1047,489,41,13,5.286,470.847,120.976,56.502,4.737,1.502,0.611,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,3/20/2020,5294,1219,593.571,54,13,6.143,611.697,140.85,68.584,6.239,1.502,0.71,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,3/21/2020,6575,1281,745.143,75,21,8.857,759.71,148.013,86.098,8.666,2.426,1.023,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,3/22/2020,7474,899,753.429,98,23,12,863.585,103.875,87.055,11.323,2.658,1.387,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,3/23/2020,8795,1321,942.143,120,22,15.143,1016.22,152.635,108.86,13.865,2.542,1.75,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,3/24/2020,9877,1082,1025.286,122,2,13.571,1141.24,125.02,118.467,14.097,0.231,1.568,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,3/25/2020,10897,1020,1124.143,153,31,17.857,1259.097,117.856,129.889,17.678,3.582,2.063,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,3/26/2020,11811,914,1105.143,191,38,21.429,1364.705,105.608,127.694,22.069,4.391,2.476,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,3/27/2020,12928,1117,1090.571,231,40,25.286,1493.769,129.064,126.01,26.691,4.622,2.922,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,3/28/2020,14076,1148,1071.571,264,33,27,1626.415,132.646,123.815,30.504,3.813,3.12,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,3/29/2020,14829,753,1050.714,300,36,28.857,1713.421,87.006,121.405,34.664,4.16,3.334,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,3/30/2020,15922,1093,1018.143,359,59,34.143,1839.711,126.291,117.642,41.481,6.817,3.945,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,3/31/2020,16605,683,961.143,433,74,44.429,1918.629,78.917,111.055,50.031,8.55,5.134,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/1/2020,17768,1163,981.571,488,55,47.857,2053.008,134.379,113.416,56.386,6.355,5.53,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/2/2020,18827,1059,1002.286,536,48,49.286,2175.37,122.362,115.809,61.932,5.546,5.695,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/3/2020,19606,779,954,591,55,51.429,2265.38,90.01,110.23,68.287,6.355,5.942,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/4/2020,20505,899,918.429,666,75,57.429,2369.255,103.875,106.12,76.953,8.666,6.636,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/5/2020,21100,595,895.857,715,49,59.286,2438.005,68.749,103.512,82.615,5.662,6.85,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/6/2020,21657,557,819.286,765,50,58,2502.363,64.359,94.665,88.392,5.777,6.702,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/7/2020,22253,596,806.857,821,56,55.429,2571.228,68.865,93.229,94.863,6.471,6.405,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/8/2020,23280,1027,787.429,895,74,58.143,2689.893,118.665,90.984,103.413,8.55,6.718,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/9/2020,24051,771,746.286,948,53,58.857,2778.979,89.085,86.23,109.537,6.124,6.801,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/10/2020,24551,500,706.429,1002,54,58.714,2836.751,57.773,81.624,115.776,6.239,6.784,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/11/2020,25107,556,657.429,1036,34,52.857,2900.995,64.243,75.963,119.705,3.929,6.107,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/12/2020,25415,308,616.429,1106,70,55.857,2936.583,35.588,71.225,127.793,8.088,6.454,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/13/2020,25688,273,575.857,1138,32,53.286,2968.126,31.544,66.538,131.49,3.697,6.157,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/14/2020,25936,248,526.143,1174,36,50.429,2996.782,28.655,60.793,135.65,4.16,5.827,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/15/2020,26336,400,436.571,1239,65,49.143,3043,46.218,50.444,143.161,7.51,5.678,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/16/2020,26732,396,383,1281,42,47.571,3088.756,45.756,44.254,148.013,4.853,5.497,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/17/2020,27078,346,361,1327,46,46.429,3128.734,39.979,41.712,153.329,5.315,5.365,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/18/2020,27404,326,328.143,1368,41,47.429,3166.402,37.668,37.915,158.066,4.737,5.48,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/19/2020,27740,336,332.143,1393,25,41,3205.225,38.823,38.378,160.955,2.889,4.737,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/20/2020,27944,204,322.286,1429,36,41.571,3228.796,23.571,37.239,165.114,4.16,4.803,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/21/2020,28063,119,303.857,1478,49,43.429,3242.546,13.75,35.109,170.776,5.662,5.018,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/22/2020,28268,205,276,1509,31,38.571,3266.233,23.687,31.89,174.358,3.582,4.457,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/23/2020,28496,228,252,1549,40,38.286,3292.577,26.344,29.117,178.98,4.622,4.424,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/24/2020,28677,181,228.429,1589,40,37.429,3313.491,20.914,26.394,183.601,4.622,4.325,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/25/2020,28894,217,212.857,1599,10,33,3338.564,25.073,24.595,184.757,1.155,3.813,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/26/2020,29061,167,188.714,1610,11,31,3357.861,19.296,21.805,186.028,1.271,3.582,,,,,,,,,,,,,,,,,,73.15,8654618
CHE,Europe,Switzerland,4/27/2020,29164,103,174.286,1665,55,33.714,3369.762,11.901,20.138,192.383,6.355,3.896,,,,,,,,,,,,,,,,,,69.44,8654618
CHE,Europe,Switzerland,4/28/2020,29264,100,171.571,1699,34,31.571,3381.316,11.555,19.824,196.311,3.929,3.648,,,,,,,,,,,,,,,,,,69.44,8654618
CHE,Europe,Switzerland,4/29/2020,29407,143,162.714,1716,17,29.571,3397.839,16.523,18.801,198.276,1.964,3.417,,,,,,,,,,,,,,,,,,69.44,8654618
CHE,Europe,Switzerland,4/30/2020,29586,179,155.714,1737,21,26.857,3418.522,20.683,17.992,200.702,2.426,3.103,,,,,,,,,,,,,,,,,,69.44,8654618
CHE,Europe,Switzerland,5/1/2020,29705,119,146.857,1754,17,23.571,3432.272,13.75,16.969,202.666,1.964,2.724,,,,,,,,,,,,,,,,,,69.44,8654618
CHE,Europe,Switzerland,5/2/2020,29817,112,131.857,1762,8,23.286,3445.213,12.941,15.235,203.591,0.924,2.691,,,,,,,,,,,,,,,,,,69.44,8654618
CHE,Europe,Switzerland,5/3/2020,29905,88,120.571,1762,0,21.714,3455.381,10.168,13.931,203.591,0,2.509,,,,,,,,,,,,,,,,,,69.44,8654618
CHE,Europe,Switzerland,5/4/2020,29981,76,116.714,1784,22,17,3464.162,8.781,13.486,206.133,2.542,1.964,,,,,,,,,,,,,,,,,,69.44,8654618
CHE,Europe,Switzerland,5/5/2020,30009,28,106.429,1795,11,13.714,3467.397,3.235,12.297,207.404,1.271,1.585,,,,,,,,,,,,,,,,,,69.44,8654618
CHE,Europe,Switzerland,5/6/2020,30060,51,93.286,1805,10,12.714,3473.29,5.893,10.779,208.559,1.155,1.469,,,,,,,,,,,,,,,,,,69.44,8654618
CHE,Europe,Switzerland,5/7/2020,30126,66,77.143,1810,5,10.429,3480.916,7.626,8.913,209.137,0.578,1.205,,,,,,,,,,,,,,,,,,69.44,8654618
CHE,Europe,Switzerland,5/8/2020,30207,81,71.714,1823,13,9.857,3490.275,9.359,8.286,210.639,1.502,1.139,,,,,,,,,,,,,,,,,,69.44,8654618
CHE,Europe,Switzerland,5/9/2020,30251,44,62,1830,7,9.714,3495.359,5.084,7.164,211.448,0.809,1.122,,,,,,,,,,,,,,,,,,69.44,8654618
CHE,Europe,Switzerland,5/10/2020,30305,54,57.143,1833,3,10.143,3501.599,6.239,6.603,211.794,0.347,1.172,,,,,,,,,,,,,,,,,,69.44,8654618
CHE,Europe,Switzerland,5/11/2020,30344,39,51.857,1845,12,8.714,3506.105,4.506,5.992,213.181,1.387,1.007,,,,,,,,,,,,,,,,,,58.33,8654618
CHE,Europe,Switzerland,5/12/2020,30380,36,53,1867,22,10.286,3510.265,4.16,6.124,215.723,2.542,1.188,,,,,,,,,,,,,,,,,,58.33,8654618
CHE,Europe,Switzerland,5/13/2020,30413,33,50.429,1870,3,9.286,3514.078,3.813,5.827,216.07,0.347,1.073,,,,,,,,,,,,,,,,,,58.33,8654618
CHE,Europe,Switzerland,5/14/2020,30463,50,48.143,1872,2,8.857,3519.855,5.777,5.563,216.301,0.231,1.023,,,,,,,,,,,,,,,,,,58.33,8654618
CHE,Europe,Switzerland,5/15/2020,30514,51,43.857,1878,6,7.857,3525.748,5.893,5.067,216.994,0.693,0.908,,,,,,,,,,,,,,,,,,58.33,8654618
CHE,Europe,Switzerland,5/16/2020,30572,58,45.857,1879,1,7,3532.449,6.702,5.299,217.11,0.116,0.809,,,,,,,,,,,,,,,,,,58.33,8654618
CHE,Europe,Switzerland,5/17/2020,30587,15,40.286,1881,2,6.857,3534.183,1.733,4.655,217.341,0.231,0.792,,,,,,,,,,,,,,,,,,58.33,8654618
CHE,Europe,Switzerland,5/18/2020,30597,10,36.143,1886,5,5.857,3535.338,1.155,4.176,217.918,0.578,0.677,,,,,,,,,,,,,,,,,,58.33,8654618
CHE,Europe,Switzerland,5/19/2020,30618,21,34,1891,5,3.429,3537.764,2.426,3.929,218.496,0.578,0.396,,,,,,,,,,,,,,,,,,58.33,8654618
CHE,Europe,Switzerland,5/20/2020,30658,40,35,1892,1,3.143,3542.386,4.622,4.044,218.612,0.116,0.363,,,,,,,,,,,,,,,,,,58.33,8654618
CHE,Europe,Switzerland,5/21/2020,30694,36,33,1898,6,3.714,3546.546,4.16,3.813,219.305,0.693,0.429,,,,,,,,,,,,,,,,,,58.33,8654618
CHE,Europe,Switzerland,5/22/2020,30707,13,27.571,1903,5,3.571,3548.048,1.502,3.186,219.883,0.578,0.413,,,,,,,,,,,,,,,,,,58.33,8654618
CHE,Europe,Switzerland,5/23/2020,30725,18,21.857,1905,2,3.714,3550.128,2.08,2.525,220.114,0.231,0.429,2512,2512,0.29,0.29,,,0.006,166.7,,,,,,,,,,58.33,8654618
CHE,Europe,Switzerland,5/24/2020,30736,11,21.286,1906,1,3.571,3551.399,1.271,2.459,220.229,0.116,0.413,1654,4166,0.481,0.191,,,0.007,142.9,,,,,,,,,,58.33,8654618
CHE,Europe,Switzerland,5/25/2020,30746,10,21.286,1913,7,3.857,3552.554,1.155,2.459,221.038,0.809,0.446,3877,8043,0.929,0.448,,,0.006,166.7,,,,,,,,,,58.33,8654618
CHE,Europe,Switzerland,5/26/2020,30761,15,20.429,1915,2,3.429,3554.287,1.733,2.36,221.269,0.231,0.396,5579,13622,1.574,0.645,,,0.007,142.9,,,,,,,,,,58.33,8654618
CHE,Europe,Switzerland,5/27/2020,30776,15,16.857,1917,2,3.571,3556.021,1.733,1.948,221.5,0.231,0.413,4908,18530,2.141,0.567,,,0.007,142.9,,,,,,,,,,58.33,8654618
CHE,Europe,Switzerland,5/28/2020,30796,20,14.571,1919,2,3,3558.332,2.311,1.684,221.731,0.231,0.347,4152,22682,2.621,0.48,,,0.007,142.9,,,,,,,,,,58.33,8654618
CHE,Europe,Switzerland,5/29/2020,30828,32,17.286,1919,0,2.286,3562.029,3.697,1.997,221.731,0,0.264,3683,26365,3.046,0.426,,,0.008,125,,,,,,,,,,58.33,8654618
CHE,Europe,Switzerland,5/30/2020,30845,17,17.143,1919,0,2,3563.993,1.964,1.981,221.731,0,0.231,2585,28950,3.345,0.299,3777,0.436,0.008,125,,,,,,,,,,55.56,8654618
CHE,Europe,Switzerland,5/31/2020,30862,17,18,1920,1,2,3565.958,1.964,2.08,221.847,0.116,0.231,1558,30508,3.525,0.18,3763,0.435,0.008,125,,,,,,,,,,55.56,8654618
CHE,Europe,Switzerland,6/1/2020,30871,9,17.857,1920,0,1,3566.997,1.04,2.063,221.847,0,0.116,1772,32280,3.73,0.205,3462,0.4,0.008,125,,,,,,,,,,55.56,8654618
CHE,Europe,Switzerland,6/2/2020,30874,3,16.143,1920,0,0.714,3567.344,0.347,1.865,221.847,0,0.083,4135,36415,4.208,0.478,3256,0.376,0.008,125,,,,,,,,,,55.56,8654618
CHE,Europe,Switzerland,6/3/2020,30893,19,16.714,1921,1,0.571,3569.539,2.195,1.931,221.962,0.116,0.066,5159,41574,4.804,0.596,3292,0.38,0.008,125,,,,,,,,,,55.56,8654618
CHE,Europe,Switzerland,6/4/2020,30913,20,16.714,1921,0,0.286,3571.85,2.311,1.931,221.962,0,0.033,5141,46715,5.398,0.594,3433,0.397,0.007,142.9,,,,,,,,,,55.56,8654618
CHE,Europe,Switzerland,6/5/2020,30936,23,15.429,1921,0,0.286,3574.508,2.658,1.783,221.962,0,0.033,4799,51514,5.952,0.555,3593,0.415,0.006,166.7,,,,,,,,,,55.56,8654618
CHE,Europe,Switzerland,6/6/2020,30956,20,15.857,1921,0,0.286,3576.819,2.311,1.832,221.962,0,0.033,3117,54631,6.312,0.36,3669,0.424,0.006,166.7,,,,,,,,,,46.3,8654618
CHE,Europe,Switzerland,6/7/2020,30965,9,14.714,1921,0,0.143,3577.859,1.04,1.7,221.962,0,0.017,1529,56160,6.489,0.177,3665,0.423,0.006,166.7,,,,,,,,,,46.3,8654618
CHE,Europe,Switzerland,6/8/2020,30972,7,14.429,1923,2,0.429,3578.667,0.809,1.667,222.194,0.231,0.05,4601,60761,7.021,0.532,4069,0.47,0.006,166.7,,,,,,,,,,46.3,8654618
CHE,Europe,Switzerland,6/9/2020,30988,16,16.286,1934,11,2,3580.516,1.849,1.882,223.465,1.271,0.231,6411,67172,7.761,0.741,4394,0.508,0.006,166.7,,,,,,,,,,46.3,8654618
CHE,Europe,Switzerland,6/10/2020,31011,23,16.857,1936,2,2.143,3583.174,2.658,1.948,223.696,0.231,0.248,6522,73694,8.515,0.754,4589,0.53,0.006,166.7,,,,,,,,,,46.3,8654618
CHE,Europe,Switzerland,6/11/2020,31044,33,18.714,1937,1,2.286,3586.987,3.813,2.162,223.811,0.116,0.264,5604,79298,9.163,0.648,4655,0.538,0.006,166.7,,,,,,,,,,46.3,8654618
CHE,Europe,Switzerland,6/12/2020,31063,19,18.143,1938,1,2.429,3589.182,2.195,2.096,223.927,0.116,0.281,6437,85735,9.906,0.744,4889,0.565,0.006,166.7,,,,,,,,,,46.3,8654618
CHE,Europe,Switzerland,6/13/2020,31094,31,19.714,1938,0,2.429,3592.764,3.582,2.278,223.927,0,0.281,4356,90091,10.41,0.503,5066,0.585,0.006,166.7,,,,,,,,,,46.3,8654618
CHE,Europe,Switzerland,6/14/2020,31117,23,21.714,1938,0,2.429,3595.422,2.658,2.509,223.927,0,0.281,1787,91878,10.616,0.206,5103,0.59,0.006,166.7,,,,,,,,,,46.3,8654618
CHE,Europe,Switzerland,6/15/2020,31131,14,22.714,1939,1,2.286,3597.039,1.618,2.625,224.042,0.116,0.264,6376,98254,11.353,0.737,5356,0.619,0.006,166.7,,,,,,,,,,46.3,8654618
CHE,Europe,Switzerland,6/16/2020,31154,23,23.714,1954,15,2.857,3599.697,2.658,2.74,225.775,1.733,0.33,9928,108182,12.5,1.147,5859,0.677,0.005,200,,,,,,,,,,46.3,8654618
CHE,Europe,Switzerland,6/17/2020,31187,33,25.143,1956,2,2.857,3603.51,3.813,2.905,226.007,0.231,0.33,9523,117705,13.6,1.1,6287,0.726,0.005,200,,,,,,,,,,46.3,8654618
CHE,Europe,Switzerland,6/18/2020,31200,13,22.286,1956,0,2.714,3605.012,1.502,2.575,226.007,0,0.314,8403,126108,14.571,0.971,6687,0.773,0.004,250,,,,,,,,,,46.3,8654618
CHE,Europe,Switzerland,6/19/2020,31235,35,24.571,1956,0,2.571,3609.056,4.044,2.839,226.007,0,0.297,7557,133665,15.444,0.873,6847,0.791,0.004,250,,,,,,,,,,46.3,8654618
CHE,Europe,Switzerland,6/20/2020,31243,8,21.286,1956,0,2.571,3609.98,0.924,2.459,226.007,0,0.297,4697,138362,15.987,0.543,6896,0.797,0.004,250,,,,,,,,,,46.3,8654618
CHE,Europe,Switzerland,6/21/2020,31292,49,25,1956,0,2.571,3615.642,5.662,2.889,226.007,0,0.297,1773,140135,16.192,0.205,6894,0.797,0.004,250,,,,,,,,,,46.3,8654618
CHE,Europe,Switzerland,6/22/2020,31310,18,25.571,1956,0,2.429,3617.722,2.08,2.955,226.007,0,0.281,8167,148302,17.136,0.944,7150,0.826,0.004,250,,,,,,,,,,35.19,8654618
CHE,Europe,Switzerland,6/23/2020,31332,22,25.429,1956,0,0.286,3620.264,2.542,2.938,226.007,0,0.033,11642,159944,18.481,1.345,7395,0.854,0.005,200,,,,,,,,,,35.19,8654618
CHE,Europe,Switzerland,6/24/2020,31376,44,27,1958,2,0.286,3625.348,5.084,3.12,226.238,0.231,0.033,9117,169061,19.534,1.053,7337,0.848,0.005,200,,,,,,,,,,35.19,8654618
CHE,Europe,Switzerland,6/25/2020,31428,52,32.571,1958,0,0.286,3631.356,6.008,3.763,226.238,0,0.033,9240,178301,20.602,1.068,7456,0.862,0.006,166.7,,,,,,,,,,35.19,8654618
CHE,Europe,Switzerland,6/26/2020,31486,58,35.857,1962,4,0.857,3638.058,6.702,4.143,226.7,0.462,0.099,10168,188469,21.777,1.175,7829,0.905,0.007,142.9,,,,,,,,,,35.19,8654618
CHE,Europe,Switzerland,6/27/2020,31555,69,44.571,1962,0,0.857,3646.03,7.973,5.15,226.7,0,0.099,6445,194914,22.521,0.745,8079,0.933,0.007,142.9,,,,,,,,,,35.19,8654618
CHE,Europe,Switzerland,6/28/2020,31617,62,46.429,1962,0,0.857,3653.194,7.164,5.365,226.7,0,0.099,2535,197449,22.814,0.293,8188,0.946,0.007,142.9,,,,,,,,,,35.19,8654618
CHE,Europe,Switzerland,6/29/2020,31652,35,48.857,1962,0,0.857,3657.238,4.044,5.645,226.7,0,0.099,13939,211388,24.425,1.611,9012,1.041,0.008,125,,,,,,,,,,35.19,8654618
CHE,Europe,Switzerland,6/30/2020,31714,62,54.571,1963,1,1,3664.402,7.164,6.305,226.815,0.116,0.116,14930,226318,26.15,1.725,9482,1.096,0.009,111.1,,,,,,,,,,35.19,8654618
CHE,Europe,Switzerland,7/1/2020,31851,137,67.857,1965,2,1,3680.232,15.83,7.841,227.046,0.231,0.116,11146,237464,27.438,1.288,9772,1.129,0.01,100,,,,,,,,,,35.19,8654618
CHE,Europe,Switzerland,7/2/2020,31967,116,77,1965,0,1,3693.635,13.403,8.897,227.046,0,0.116,10832,248296,28.689,1.252,9999,1.155,0.01,100,,,,,,,,,,35.19,8654618
CHE,Europe,Switzerland,7/3/2020,32101,134,87.857,1965,0,0.429,3709.118,15.483,10.151,227.046,0,0.05,10340,258636,29.884,1.195,10024,1.158,0.011,90.9,,,,,,,,,,39.35,8654618
CHE,Europe,Switzerland,7/4/2020,32198,97,91.857,1965,0,0.429,3720.326,11.208,10.614,227.046,0,0.05,6208,264844,30.601,0.717,9990,1.154,0.011,90.9,,,,,,,,,,39.35,8654618
CHE,Europe,Switzerland,7/5/2020,32268,70,93,1965,0,0.429,3728.414,8.088,10.746,227.046,0,0.05,2500,267344,30.89,0.289,9985,1.154,0.011,90.9,,,,,,,,,,39.35,8654618
CHE,Europe,Switzerland,7/6/2020,32315,47,94.714,1965,0,0.429,3733.845,5.431,10.944,227.046,0,0.05,7784,275128,31.79,0.899,9106,1.052,0.012,83.3,,,,,,,,,,39.35,8654618
CHE,Europe,Switzerland,7/7/2020,32369,54,93.571,1966,1,0.429,3740.084,6.239,10.812,227.162,0.116,0.05,9962,285090,32.941,1.151,8396,0.97,0.012,83.3,,,,,,,,,,39.35,8654618
CHE,Europe,Switzerland,7/8/2020,32498,129,92.429,1966,0,0.143,3754.99,14.905,10.68,227.162,0,0.017,8834,293924,33.962,1.021,8066,0.932,0.012,83.3,,,,,,,,,,39.35,8654618
CHE,Europe,Switzerland,7/9/2020,32586,88,88.429,1966,0,0.143,3765.158,10.168,10.218,227.162,0,0.017,8508,302432,34.945,0.983,7734,0.894,0.013,76.9,,,,,,,,,,39.35,8654618
CHE,Europe,Switzerland,7/10/2020,32690,104,84.143,1966,0,0.143,3777.174,12.017,9.722,227.162,0,0.017,7672,310104,35.831,0.886,7353,0.85,0.014,71.4,,,,,,,,,,39.35,8654618
CHE,Europe,Switzerland,7/11/2020,32817,127,88.429,1968,2,0.429,3791.848,14.674,10.218,227.393,0.231,0.05,4741,314845,36.379,0.548,7143,0.825,0.015,66.7,,,,,,,,,,39.35,8654618
CHE,Europe,Switzerland,7/12/2020,32883,66,87.857,1968,0,0.429,3799.474,7.626,10.151,227.393,0,0.05,1931,316776,36.602,0.223,7062,0.816,0.015,66.7,,,,,,,,,,39.35,8654618
CHE,Europe,Switzerland,7/13/2020,32946,63,90.143,1968,0,0.429,3806.754,7.279,10.416,227.393,0,0.05,6698,323474,37.376,0.774,6907,0.798,0.016,62.5,,,,,,,,,,39.35,8654618
CHE,Europe,Switzerland,7/14/2020,33016,70,92.429,1968,0,0.286,3814.842,8.088,10.68,227.393,0,0.033,8724,332198,38.384,1.008,6730,0.778,0.017,58.8,,,,,,,,,,39.35,8654618
CHE,Europe,Switzerland,7/15/2020,33148,132,92.857,1968,0,0.286,3830.094,15.252,10.729,227.393,0,0.033,7694,339892,39.273,0.889,6567,0.759,0.018,55.6,,,,,,,,,,39.35,8654618
